Tweets,Relevance
Mon Nov 16 18:43:37 +0000 2015  Please contact  regarding  metrocards.,Non-Relevant
Mon Nov 16 18:40:32 +0000 2015   Please report your complaint to  here  or contact DOT here,Non-Relevant
"Mon Nov 16 18:38:19 +0000 2015  Thanks, you may report this to  here",Non-Relevant
"Mon Nov 16 18:32:19 +0000 2015  Advanced stop bar markings indicate where vehicles should stop in advance of a crosswalk, regardless of sign or signal.",Non-Relevant
Mon Nov 16 18:00:43 +0000 2015 CANCELED: All lane closures in the Battery Park Underpass are CANCELED for the week of 11/16 thru 11/21.,Relevant
"Mon Nov 16 17:32:43 +0000 2015 Discuss safety improvements for  at our workshop tmrw night, or share w/ us at  ",Non-Relevant
Mon Nov 16 15:20:18 +0000 2015  Rehabilitation Project: One Week Look-Ahead for  work the week of 11/16,Non-Relevant
"Mon Nov 16 14:40:10 +0000 2015 We will be resurfacing the  this week, 11PM-5AM (weather permitting) on S/B section from 115th-100th St.",Non-Relevant
Mon Nov 16 14:03:27 +0000 2015 Make sure to be at our free  check event in  tmrw from 4pm-7pm. Schedule an appt at 212-839-4750.,Non-Relevant
"Mon Nov 16 13:03:01 +0000 2015  Upper Roadway partial lane closures, Mn-bound 11/17 10pm-5am, Qns-bound 11/19 11pm-5am",Relevant
Sun Nov 15 17:30:37 +0000 2015 Mayor  and Commissioner Trottenberg join  for today's World Day of Remembrance.  ,Non-Relevant
Sun Nov 15 17:29:55 +0000 2015 At City Hall for  with      ,Non-Relevant
Sun Nov 15 14:05:28 +0000 2015 Commissioner Trottenberg sits down with   to discuss  today at 11am.,Non-Relevant
Sun Nov 15 00:09:32 +0000 2015  Please call 311  to report a broken pedestrian signal. Twitter not monitored 24/7. Thank you.,Non-Relevant
"Fri Nov 13 22:03:21 +0000 2015 REMINDER:  full closures Saturdays &amp; Sundays thru 11/22, 7am-3pm. Alt route: Metropolitan Ave",Relevant
"Fri Nov 13 21:15:09 +0000 2015  single lane closures, 11/17 from 11pm-6am",Relevant
"Fri Nov 13 20:45:13 +0000 2015  full bridge closure 11/19 thru 11/21, Thurs &amp; Fri 12:01am-5am, Sat 1am-6am. Detour below:",Relevant
Fri Nov 13 20:41:49 +0000 2015   Please contact DOT's Brooklyn Boro Comm office regarding this location:,Non-Relevant
Fri Nov 13 20:07:12 +0000 2015  Please feel free to contact DOT's Queens Boro Comm office regarding your request:,Non-Relevant
Fri Nov 13 19:55:29 +0000 2015 Today our crews finished resurfacing  between  &amp;     ,Non-Relevant
Fri Nov 13 19:45:16 +0000 2015   closures for this weekend:,Relevant
"Fri Nov 13 17:39:08 +0000 2015  overnight detours for Manhattan-bound traffic, Fri &amp; Sat nights.   ",Relevant
"Fri Nov 13 17:16:35 +0000 2015  We often have some type of promo item at our weekend setups, when people have more time to talk with our street team.",Non-Relevant
Fri Nov 13 16:56:24 +0000 2015 Thanks to everyone who joined us for last night's  Phase 2 Workshop! Feedback?  ,Non-Relevant
Fri Nov 13 16:47:30 +0000 2015  is expanding to  in  ! Help us plan at our workshop on 11/18  ,Non-Relevant
"Fri Nov 13 15:27:35 +0000 2015  No metrocard giveaways today. Metrocards are part of our  outreach program, at select locations &amp; events.",Non-Relevant
Fri Nov 13 15:03:14 +0000 2015   Please share your suggestion w/DOT's Commissioner office (or Boro Comm for specific location):,Non-Relevant
"Fri Nov 13 15:00:09 +0000 2015  Thanks for catching that, we will update website asap",Non-Relevant
Fri Nov 13 14:58:22 +0000 2015  Please follow up with  regarding paying a ticket.,Non-Relevant
Fri Nov 13 13:46:59 +0000 2015 Our  street team chats with commuters in  this week about    ,Non-Relevant
Fri Nov 13 00:42:23 +0000 2015     ,Non-Relevant
Thu Nov 12 23:31:54 +0000 2015 &amp;  Commissioner Trottenberg stopped by to thank the community for their input.   (2/2),Non-Relevant
"Thu Nov 12 23:28:53 +0000 2015 Also on Tuesday, we unveiled  proposed N/B  route    (1/2)",Non-Relevant
Thu Nov 12 23:18:08 +0000 2015 Earlier this week  Commissioner Trottenberg met with residents at the  Civic Association meeting.,Non-Relevant
Thu Nov 12 21:47:52 +0000 2015   Please share your signal suggestion with DOT's Borough Commissioner's office here:,Non-Relevant
Thu Nov 12 21:40:53 +0000 2015  This project is in still in progress. Learn more here:  Questions? Contact DOT here:,Non-Relevant
Thu Nov 12 21:37:46 +0000 2015  Please feel free to share your request with DOT's Borough Commissioner office here:,Non-Relevant
Thu Nov 12 21:10:56 +0000 2015  southbound traffic moving to former northbound lanes on Wed 11/18 from 1am-6am,Relevant
Thu Nov 12 21:08:17 +0000 2015  Please call DOT's permit office at 718-433-3100 or TTY 212-504-4115 during business hours.,Non-Relevant
Thu Nov 12 19:28:57 +0000 2015  This was not a DOT project; emergency work was performed by a contractor to restore water to a local building.,Non-Relevant
Thu Nov 12 17:21:18 +0000 2015 Update:  pedestrian/ promenade work completed last night. No path closure tonight (11/12),Relevant
Thu Nov 12 16:33:23 +0000 2015 We aggressively implement SBS  strategies &amp; work with communities on solutions to improve transit access.  ,Non-Relevant
Thu Nov 12 15:03:37 +0000 2015  pedestrian/ path will be closed tonight 9PM until Fri 6AM. Please use  as alternate route.,Relevant
"Thu Nov 12 13:56:06 +0000 2015 ""...we do not place the onus of responsibility on pedestrians in [the City's  efforts,"" DOT Commissioner",Non-Relevant
Wed Nov 11 18:06:12 +0000 2015  11/13 Partial Lane Closures: N/B 10AM-Noon; S/B 12-3PM. Alt Route:  ,Relevant
Wed Nov 11 16:06:57 +0000 2015    Scheduled NYC closures available here:  Please check with  regarding LIE.,Relevant
"Wed Nov 11 15:36:48 +0000 2015 Thank you for your Service,  Today we remember &amp; celebrate our patriotism at the  Day Parade.",Non-Relevant
Wed Nov 11 14:11:26 +0000 2015  Promenade fully closed tonight 11/11 9pm-6am. Use  as alt route.   ,Relevant
"Wed Nov 11 12:02:44 +0000 2015 Reminder:  regulations suspended today, Nov 11 for  &amp; Diwali. Parking meters remain in effect.",Non-Relevant
"Tue Nov 10 21:22:03 +0000 2015 Tonight we unveil   proposal w/ protected  lane, ped safety islands  ",Non-Relevant
Tue Nov 10 21:15:13 +0000 2015 Our road warriors resurfaced   btn  &amp;    ,Non-Relevant
Tue Nov 10 20:32:51 +0000 2015 Please note  for tomorrow  in   ,Non-Relevant
Tue Nov 10 17:25:54 +0000 2015  Thanks for the update. Please report sinkhole location to  here:,Non-Relevant
Tue Nov 10 16:53:30 +0000 2015  Please call 911 to report a collision.,Non-Relevant
Tue Nov 10 16:26:13 +0000 2015  Please report location of sidewalk blocked by construction to  here:,Non-Relevant
"Tue Nov 10 16:07:13 +0000 2015 UPDATE: Due to weather, tonight's closure of the  pedestrian/ path is rescheduled for Thurs 11/12 9PM to Fri 6AM.",Relevant
Tue Nov 10 15:55:41 +0000 2015 Discuss safety improvements for  b/w Georgia Ave &amp; Rockaway Blvd in  at our workshop on 11/17:,Non-Relevant
Tue Nov 10 14:51:22 +0000 2015    Please contact report a complaint about an Access-a-Ride vehicle to  here:,Non-Relevant
Tue Nov 10 14:39:12 +0000 2015  Please report hydrant location/issue to  so they may notify DEP:,Non-Relevant
Tue Nov 10 14:16:44 +0000 2015  Promenade fully closed tonight 11/10 9pm-6am. Use  as alt route.   ,Relevant
"Mon Nov 09 23:10:25 +0000 2015 . regulations will be suspended Wed, Nov 11 for  &amp; Diwali. Parking meters remain in effect.",Non-Relevant
"Mon Nov 09 22:30:28 +0000 2015 Stay safe, seen &amp; street legal with  lights! We're giving away lights tonight on the  bk-side",Non-Relevant
"Mon Nov 09 21:45:16 +0000 2015  revised/extended nightly closures of NorthTube thru 11/20, SouthTube closures continue 11/21:",Relevant
Mon Nov 09 21:13:08 +0000 2015  New markings will follow the resurfacing of FDR Drive. Report faded or missing lane markings to  ,Non-Relevant
"Mon Nov 09 21:09:07 +0000 2015    Bike share area is bound by Morningside Ave, Manhattan Ave &amp; St Nicolas Ave to the west, up to 130th St.",Non-Relevant
"Mon Nov 09 20:30:50 +0000 2015  partial lane closures on 11/12, one Bx-bound lane closed 7am-10am, one Mn-bound lane 10am-3pm",Relevant
Mon Nov 09 20:00:49 +0000 2015  Rehabilitation Project: One Week Look-ahead for  More upates  ,Non-Relevant
Mon Nov 09 19:16:13 +0000 2015 Join us tomorrow evening with   for a public workshop on the  Plazas  ,Non-Relevant
"Mon Nov 09 18:57:05 +0000 2015 Our crews continue weeknight resurfacing  (weather permitting).This week: S/B 120th-109th Streets, 11pm-5am",Non-Relevant
Mon Nov 09 18:51:26 +0000 2015  Please feel free to share your suggestion with DOT's Borough Commissioner's office:,Non-Relevant
Mon Nov 09 16:38:57 +0000 2015 Help plan the  expansion in  11/18 at the NY State Building in   ,Non-Relevant
Mon Nov 09 16:06:18 +0000 2015  Please call  to report the roadway needing street cleaning.,Non-Relevant
Mon Nov 09 15:54:05 +0000 2015  Learn about all the safety improvements for 125th Street here:  (2/2),Non-Relevant
Mon Nov 09 15:53:53 +0000 2015  Left turns account for three times as many pedestrian KSI,Non-Relevant
crashes as right turns (citywide).(1/2),Non-Relevant
Mon Nov 09 15:36:37 +0000 2015    Report illegal parking in progress online here:  ,Non-Relevant
Mon Nov 09 15:30:28 +0000 2015  Report faded markings to  here  &amp; Share transportation requests w/us via,Non-Relevant
"Sat Nov 07 15:16:05 +0000 2015 One year ago today, NYC's speed limit changed to  unless otherwise posted.   ",Non-Relevant
Fri Nov 06 23:49:22 +0000 2015    Report illegal parking in progress  or w/  App:,Non-Relevant
Fri Nov 06 23:30:20 +0000 2015  Rehabilitation: Overnight detours to Brooklyn-bound vehicular traffic Fri &amp; Sat nights. More info:,Non-Relevant
"Fri Nov 06 22:03:16 +0000 2015 REMINDER:  full closures Saturdays &amp; Sundays, 11/7 thru 11/22 7am-3pm. Alt route: Metropolitan Ave",Non-Relevant
Fri Nov 06 21:00:36 +0000 2015   Report illegal parking in progress online:   or w/free  App:,Non-Relevant
Fri Nov 06 20:58:56 +0000 2015     &amp; contact NYPD regarding traffic enforcement.,Non-Relevant
Fri Nov 06 20:58:39 +0000 2015    Please report location of missing/faded markings to  here:,Non-Relevant
Fri Nov 06 20:54:45 +0000 2015  Please feel free to share your suggestion with DOT here:,Non-Relevant
"Fri Nov 06 20:45:31 +0000 2015  Thanks, but that's not one of our VMS boards. Please share the location/typo with  so they may contact contractor.",Non-Relevant
Fri Nov 06 20:42:25 +0000 2015   Please report illegal parking in progress online:  or w/free  App:,Non-Relevant
Fri Nov 06 20:40:37 +0000 2015  Please share your suggestion with DOT's Boro Commissioner's office:,Non-Relevant
Fri Nov 06 20:35:11 +0000 2015    Report illegal parking in progress  or w/  App,Non-Relevant
Fri Nov 06 18:52:47 +0000 2015  NYC's Weekend Traffic Advisory:,Non-Relevant
"Fri Nov 06 14:04:48 +0000 2015 REMINDER:  South Tube fully closed all day tomorrow, Sat 11/7 12:01am-11:59pm per  ",Relevant
"Thu Nov 05 21:16:16 +0000 2015  partial lane closures on Tues, 11/10 from 7am-3pm. See below for details:",Relevant
Thu Nov 05 19:56:27 +0000 2015  Please report pothole location or street surface complaint to  here:  thanks,Non-Relevant
Thu Nov 05 17:40:01 +0000 2015 Feedback for  btn  &amp;  is also welcomed online:  cc   ,Non-Relevant
Thu Nov 05 17:36:07 +0000 2015 Workshop re: future design of  from  to  in  &amp;  Tues 11/17,Non-Relevant
"Thu Nov 05 16:03:54 +0000 2015   two lane closures in both directions under 49th Street, two nights a wk from 11/9 thru 12/11:",Relevant
Thu Nov 05 15:12:00 +0000 2015 MT  Shares a list of org's supporting   initiative  ,Non-Relevant
Thu Nov 05 14:52:48 +0000 2015   Please contact DOT's Staten Island Boro Commissioner's office regarding this location:,Non-Relevant
Thu Nov 05 14:46:30 +0000 2015   Please contact DOT's Queens Boro Commissioner's office regarding signal timing at this location,Non-Relevant
Thu Nov 05 14:16:29 +0000 2015 Propose a plaza for  Find out more at our  info session on 11/9 at 5pm:  ,Non-Relevant
Thu Nov 05 12:35:10 +0000 2015 Update: The  has resumed the normal morning schedule.,Non-Relevant
"Thu Nov 05 11:22:11 +0000 2015 Due to fog, the  will be operating on a modified schedule during today's  morning rush hour (boats approximately every 20 minutes).",Non-Relevant
"Wed Nov 04 20:55:40 +0000 2015  Mn-bound Lower Roadway right lane closed 12:01am-5am one/two weeknights per week,11/9 thru 12/28",Relevant
Wed Nov 04 20:15:00 +0000 2015 Open House Thurs 7pm to discuss DOT's streetscape planing &amp; design for Downtown    ,Non-Relevant
Wed Nov 04 20:02:12 +0000 2015 Barriers have arrived for Brooklyn side of  protected  lane; temporarily placed along s/b lane,Non-Relevant
Wed Nov 04 19:24:46 +0000 2015   Please share your sign request with DOT's Brooklyn Borough Commissioner's office here:,Non-Relevant
"Wed Nov 04 18:06:10 +0000 2015  North &amp; South Tube night closures extended thru 11/14, see below for full schedule:",Relevant
Wed Nov 04 16:04:53 +0000 2015  Please report location of pothole to  online here:,Non-Relevant
Wed Nov 04 15:52:58 +0000 2015   Report construction blocking a street to   Share transpo suggestions:,Non-Relevant
Wed Nov 04 15:47:50 +0000 2015  Please report street blocked by construction to  online here:,Non-Relevant
Wed Nov 04 15:25:38 +0000 2015 Propose a plaza for  Stop by our  info session on 11/9 at 10am:  ,Non-Relevant
Wed Nov 04 14:49:42 +0000 2015  Please contact DOT's Manhattan Borough Commissioner's office regarding your request.,Non-Relevant
Wed Nov 04 14:11:18 +0000 2015  Promenade fully closed tonight 11/4 9pm-6am. Use  as alt route.   ,Relevant
Tue Nov 03 21:25:33 +0000 2015 Propose a plaza for  Find out more at our  info session on 11/5:  ,Relevant
Tue Nov 03 20:11:03 +0000 2015 Join  for a BikeBANQUET in honor of  on Sat 11/7 for an evening of  brainstorming!,Non-Relevant
"Tue Nov 03 19:11:06 +0000 2015 Give your input for the  at our  public workshop, 11/10 6pm-8:30pm  ",Non-Relevant
"Tue Nov 03 17:16:43 +0000 2015  lane closures on Thurs 11/5, Queens-bound closures: 10am-12pm, RI-bound: 12pm-3pm",Relevant
Tue Nov 03 14:11:12 +0000 2015  Promenade fully closed tonight 11/3 9pm-6am. Use  as alt route.   ,Relevant
"Tue Nov 03 12:03:09 +0000 2015 Reminder  is suspended today, Tues 11/3 for Election Day. Follow  for updates. Meters remain in effect",Non-Relevant
Tue Nov 03 00:55:14 +0000 2015  Please contact 311 to report the location of this traffic signal condition.,Non-Relevant
"Tue Nov 03 00:43:11 +0000 2015  Please share the location of the meter here,  so staff can look into this issue",Non-Relevant
Tue Nov 03 00:41:17 +0000 2015  There are no residential permits. Check out this map for parking regulations anywhere in the City:,Non-Relevant
Tue Nov 03 00:15:27 +0000 2015  Please contact the SI Boro Commissioner to share information about this issue:  ,Non-Relevant
"Mon Nov 02 21:50:44 +0000 2015  full closures Saturdays &amp; Sundays, 11/7 thru 11/22 7am-3pm. Alternate route: Metropolitan Ave",Relevant
"Mon Nov 02 20:16:19 +0000 2015  lane closures in each direction under 69th St Bridge and Woodside Ave Bridge continuing, see below for details:",Relevant
Mon Nov 02 18:21:02 +0000 2015 Propose a plaza for  thru the  Program! Info session on 11/4 at 10am:,Non-Relevant
"Mon Nov 02 16:55:44 +0000 2015  lane closures on Wed 11/4, 10am-3pm. One lane will remain open at all times.",Relevant
Mon Nov 02 16:05:42 +0000 2015 Resurfacing  continues: Mon 11PM-6AM N/B from 120th-127th St. &amp; Tu-Fri 11PM-5AM S/B 102th-109th St.,Non-Relevant
Mon Nov 02 15:06:11 +0000 2015  North &amp; South Tube PM lane closures this week; South Tube full closure 11/7 per  ,Relevant
"Mon Nov 02 15:04:17 +0000 2015  is suspended tomorrow, Tuesday 11/3 for Election Day. Follow  for daily updates. Meters are in effect",Non-Relevant
"Mon Nov 02 14:03:54 +0000 2015 REMINDER:  full bridge closure 11/3 thru 11/7, Tues-Fri 12:01am-5am, Sat 1am-6am. Detour info:",Relevant
"Sun Nov 01 00:48:18 +0000 2015  8am-4pm, please visit  for details on all weekend closures",Non-Relevant
"Sat Oct 31 11:23:21 +0000 2015  painted!  are ready for the 50,000   runners tomorrow!  ",Non-Relevant
Fri Oct 30 23:02:41 +0000 2015   Please DM us your SR# from your 311 call or from your original request.,Non-Relevant
Fri Oct 30 22:04:53 +0000 2015  Please feel free to share your suggestion with our Borough Commissioner's office here:,Non-Relevant
